policy_id,policy_country_iso_code,policy_jurisdiction,policy_country,policy_type_of_policy_instrument,policy_sector_name,policy_type,policy_implementation_state,policy_date_of_decision,policy_start_date_of_implementation,policy_end_date_of_implementation,policy_high_impact,policy_start_date_analysis,policy_end_date_analysis,DirectInvestment,FiscalFinancialIncentives,Market-basedInstruments,CodesStandards,OtherRegulatoryInstruments,RDD,InformationEducation,PolicySupport,VoluntaryApproaches,BarrierRemoval,ClimateStrategy,Target,g1,g2,g3,g4,g5,g6,g7,eh1,eh2,eh3,eh4,eh5,eh6,eh7,eh8,eh9,eh10,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,b1,b2,b3,b4,b5,b6,lt1,lt2,lt3,lt4,lt5,lt6,lt7,af1,af2,af3,af4,af5,af6,GeneralSector,ElectricitySector,IndustrySector,BuildingsSector,TransportSector,LandSector,F,Sp
2330,JPN,Country,Japan,"Advice or aid in implementation, Information provision, Endorsement label, Policy support","Buildings, Heating and cooling, Appliances, Hot water and cooking","Energy service demand reduction and resource efficiency, Energy efficiency",In force,2006,,,Unknown,2006,2019,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
2331,KOR,Country,Republic of Korea,Policy support,"Electricity and heat, Renewables","Renewables, Non-energy use",Superseded,1987,,2004,Unknown,1987,2004,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
2337,JPN,Country,Japan,"Infrastructure investments, Information provision",Shipping,"Energy service demand reduction and resource efficiency, Energy efficiency",In force,2007,,,Unknown,2007,2019,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2
2338,FRA,Country,France,"Procurement rules, Tax relief, Information provision, Voluntary approaches","Transport, Light-duty vehicles, Heavy-duty vehicles, Low-emissions mobility","Renewables, Other low-carbon technologies and fuel switch",In force,1999,,,Unknown,1999,2019,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2
2340,ITA,Country,Italy,White certificates,Electricity and heat,"Energy efficiency, Other low-carbon technologies and fuel switch",In force,2011,,,Unknown,2011,2019,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
2341,JPN,Country,Japan,Grants and subsidies,"Buildings, Appliances, Heating and cooling",Energy efficiency,In force,2001,,,Unknown,2001,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
2345,JPN,Country,Japan,"Infrastructure investments, Information provision, Direct investment, Strategic planning","Transport, Shipping, Light-duty vehicles",Energy service demand reduction and resource efficiency,In force,2007,,,Unknown,2007,2019,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2
2346,JPN,Country,Japan,"Grants and subsidies, Information provision","Buildings, Heating and cooling, Hot water and cooking",Energy efficiency,In force,2010,,,High,2010,2019,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
2348,DEU,Country,Germany,Energy and other taxes,Transport,Other low-carbon technologies and fuel switch,Ended,2001,,2003,Unknown,2001,2003,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,1
2349,FRA,Country,France,Tax relief,Buildings,Energy efficiency,In force,2009,,,Unknown,2009,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
2353,CAN,Country,Canada,"Information provision, Policy support",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,1999,,,Unknown,1999,2019,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
2354,CAN,Country,Canada,Research & Development and Deployment (RD&D),Electricity and heat,Other low-carbon technologies and fuel switch,In force,2000,,,Unknown,2000,2019,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
2356,ITA,Country,Italy,Strategic planning,Electricity and heat,Energy efficiency,In force,2009,,,Unknown,2009,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
2357,ITA,Country,Italy,Strategic planning,General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,1998,,,Unknown,1998,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
2358,ARG,Country,Argentina,Grants and subsidies,"Electricity and heat, Renewables",Renewables,In force,2015,,,Unknown,2015,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
